Brand,Model,Year,KM_Driven,Fuel_Type,Mileage,Transmission,Owner_Type,Engine,Seats,Selling_Price
Hyundai,i20,2021,36396,Petrol,25.9,Automatic,Second Owner,1498,6,853856
Honda,Amaze,2018,62205,CNG,20.6,Manual,First Owner,998,4,548600
Tata,Punch,2015,87714,Petrol,23.2,Automatic,Third Owner,1498,6,510484
Kia,Seltos,2013,174656,Diesel,23.6,Automatic,First Owner,796,4,240581
Hyundai,Verna,2025,150575,CNG,15,Manual,Second Owner,1997,6,816610
Mahindra,XUV300,2015,82617,Petrol,28.4,Automatic,Third Owner,2179,5,626010
Mahindra,XUV700,2017,186576,Petrol,22.1,Manual,Second Owner,1197,5,365612
Mahindra,Bolero,2024,154693,Diesel,20.5,Manual,Second Owner,1997,7,730151
Honda,WR-V,2013,39469,Diesel,29.1,Manual,First Owner,1197,7,487885
Kia,Carens,2010,121713,Diesel,28.9,Manual,Second Owner,1197,4,233511
Hyundai,i20,2012,75237,Petrol,25,Manual,Third Owner,2179,7,490771
Honda,City,2012,147611,Petrol,16.4,Automatic,Third Owner,1498,6,279514
Hyundai,Creta,2021,141155,Diesel,17.4,Manual,Third Owner,796,4,552150
Hyundai,Creta,2011,92158,Petrol,17.6,Automatic,First Owner,998,5,272699
Hyundai,Creta,2013,152336,Petrol,16.1,Manual,First Owner,2179,4,333550
Honda,City,2025,49690,Diesel,29.2,Automatic,First Owner,2179,4,1026812
Kia,Carens,2017,61710,Diesel,18.5,Manual,Second Owner,796,5,544337
Tata,Harrier,2021,182579,Petrol,13.4,Manual,First Owner,1248,5,452407
Kia,Seltos,2018,149743,Petrol,22.3,Manual,Third Owner,1248,4,422372
Hyundai,Verna,2019,38193,Petrol,15.6,Automatic,Third Owner,1197,7,633109
Mahindra,Bolero,2013,136403,CNG,26.2,Manual,First Owner,998,7,304038
Tata,Punch,2025,16458,CNG,18.2,Automatic,Third Owner,2179,6,1018408
Hyundai,Creta,2024,145902,CNG,22.1,Automatic,First Owner,1497,4,782018
Hyundai,Creta,2012,25536,Diesel,22.8,Automatic,Second Owner,1498,6,515176
Honda,WR-V,2018,185679,Diesel,17,Manual,First Owner,1497,7,445561
Toyota,Fortuner,2023,49941,Petrol,18.6,Manual,Third Owner,1197,4,806190
Honda,Jazz,2014,190338,CNG,14.4,Manual,Third Owner,1248,5,191793
Honda,City,2011,142628,Petrol,15.1,Manual,First Owner,1498,7,278385
Tata,Altroz,2011,81600,Diesel,19,Automatic,Third Owner,796,6,301720
Maruti,Swift,2011,130735,Petrol,25,Automatic,Second Owner,2179,6,411622
Kia,Carens,2014,98048,Diesel,17.4,Manual,First Owner,796,4,308208
Maruti,Swift,2025,65699,Diesel,20,Automatic,Third Owner,1498,4,917148
Toyota,Fortuner,2023,69711,Petrol,20.2,Manual,Third Owner,2179,4,841122
Mahindra,Bolero,2019,7917,Diesel,25.3,Manual,First Owner,796,7,701610
Kia,Carens,2017,195777,Diesel,23,Manual,Second Owner,1197,7,381523
Kia,Carens,2017,13058,Petrol,20.2,Manual,Third Owner,1498,5,639749
Maruti,Dzire,2025,87243,Diesel,27,Manual,First Owner,1197,4,775381
Honda,WR-V,2011,64223,Diesel,26.6,Automatic,Second Owner,1197,4,364037
Honda,Jazz,2022,46180,Petrol,27.3,Manual,Second Owner,1248,6,767705
Hyundai,Verna,2018,69664,CNG,21.6,Automatic,First Owner,1497,4,640223
Tata,Punch,2017,102661,CNG,20.9,Manual,Third Owner,1997,6,577533
Hyundai,Verna,2017,50789,CNG,19.6,Manual,First Owner,998,7,494600
Tata,Harrier,2012,27622,CNG,24.8,Automatic,First Owner,796,6,444541
Hyundai,Creta,2021,51138,Diesel,26.6,Automatic,First Owner,1497,4,807010
Tata,Altroz,2010,160448,Diesel,29.6,Manual,Third Owner,2179,6,353935
Kia,Sonet,2021,146317,Petrol,28.3,Manual,Second Owner,796,7,595210
Maruti,WagonR,2015,90965,Petrol,19.3,Automatic,First Owner,998,4,485767
Tata,Altroz,2022,134844,CNG,22.9,Manual,First Owner,1498,7,635227
Honda,Jazz,2024,132979,CNG,28.1,Automatic,First Owner,1498,5,746042
Toyota,Glanza,2022,141489,Diesel,25.3,Manual,Third Owner,1497,5,695773
Hyundai,i20,2015,87918,CNG,15.2,Automatic,Second Owner,1497,7,498878
Mahindra,XUV300,2017,67092,Diesel,18.8,Automatic,Third Owner,796,7,481566
Kia,Carens,2018,133702,CNG,13.7,Automatic,First Owner,1498,7,480372
Kia,Carens,2024,153768,Diesel,29.9,Manual,First Owner,1497,5,706954
Kia,Sonet,2023,181966,Petrol,13,Automatic,Third Owner,1248,5,569728
Hyundai,Creta,2019,29831,CNG,13.6,Automatic,Second Owner,1997,4,775558
Toyota,Fortuner,2024,50074,Diesel,22.8,Manual,Third Owner,1997,5,887715
Hyundai,i20,2022,78684,CNG,26.7,Automatic,First Owner,796,4,698478
Toyota,Glanza,2022,45866,CNG,17,Manual,Second Owner,1197,6,704458
Honda,Jazz,2012,193866,CNG,21.6,Automatic,Second Owner,1997,5,302754
Hyundai,Venue,2011,188028,Diesel,22.9,Manual,Second Owner,796,5,126058
Hyundai,Venue,2010,11175,CNG,13.8,Automatic,Third Owner,2179,4,540873
Toyota,Innova,2012,52035,Diesel,26.3,Manual,Second Owner,1498,6,421858
Hyundai,i20,2025,6664,CNG,13.7,Manual,First Owner,1197,7,896814
Toyota,Fortuner,2025,7537,Petrol,24.8,Manual,First Owner,2179,6,1048941
Toyota,Glanza,2013,69471,Petrol,18,Automatic,First Owner,1497,7,412389
Toyota,Glanza,2019,192707,Petrol,13.4,Automatic,Second Owner,1248,7,388457
Hyundai,Creta,2024,101658,Petrol,19.9,Automatic,Third Owner,2179,5,843511
Kia,Carens,2021,92383,Diesel,18.4,Automatic,First Owner,1997,5,805217
Honda,Amaze,2016,180688,CNG,18.7,Automatic,Second Owner,1997,4,493951
Toyota,Fortuner,2010,137879,CNG,21,Automatic,First Owner,1497,6,301914
Honda,WR-V,2025,152347,Petrol,25.9,Automatic,Second Owner,2179,5,877163
Mahindra,Scorpio,2025,104956,CNG,24.9,Manual,First Owner,796,7,742840
Kia,Carens,2013,55428,CNG,17.4,Automatic,Second Owner,1997,4,545661
Mahindra,Scorpio,2019,31264,CNG,13.9,Automatic,Third Owner,1197,7,680634
Tata,Punch,2017,71693,Diesel,17.2,Automatic,Third Owner,998,6,508791
Tata,Harrier,2015,181977,CNG,14.3,Automatic,Third Owner,1248,4,330114
Toyota,Glanza,2024,103861,Petrol,16.3,Automatic,Third Owner,998,5,690847
Tata,Nexon,2015,126987,Petrol,25.1,Automatic,First Owner,796,5,367843
Toyota,Urban Cruiser,2020,125627,CNG,13.5,Manual,Second Owner,1997,6,626450
Honda,Amaze,2022,182171,Petrol,29.9,Manual,Second Owner,2179,7,655571
Hyundai,Venue,2010,23256,Diesel,18.5,Automatic,Third Owner,1997,7,495213
Maruti,Baleno,2018,76001,Diesel,12.7,Automatic,Second Owner,1498,7,553375
Mahindra,XUV300,2022,169150,Diesel,19,Automatic,First Owner,1497,4,652680
Mahindra,Scorpio,2010,91670,Diesel,23,Automatic,First Owner,1248,5,338299
Hyundai,Creta,2017,169810,Petrol,13.1,Manual,Third Owner,1997,7,449173
Honda,WR-V,2023,191082,CNG,27.6,Manual,Third Owner,796,7,563414
Mahindra,Bolero,2024,108414,Diesel,19.2,Automatic,Second Owner,1248,6,785775
Maruti,Dzire,2025,198516,Diesel,15.7,Manual,Second Owner,1498,4,675126
Hyundai,Verna,2010,160468,CNG,12.6,Automatic,First Owner,2179,5,255960
Kia,Sonet,2014,131087,Petrol,16.1,Automatic,Second Owner,1197,4,331215
Kia,Sonet,2010,21584,Diesel,23.3,Automatic,First Owner,2179,5,529720
Toyota,Innova,2023,89574,CNG,18.9,Automatic,Third Owner,2179,5,906290
Kia,Carens,2019,157535,Petrol,22.8,Manual,Third Owner,1197,7,456239
Maruti,WagonR,2013,47183,Diesel,29,Manual,Third Owner,1197,5,471182
Mahindra,Scorpio,2020,142405,Petrol,24.3,Manual,Third Owner,2179,7,679419
Kia,Carens,2024,76390,Petrol,24.1,Manual,Third Owner,2179,7,891286
Honda,Amaze,2019,48429,CNG,23.9,Automatic,Third Owner,1997,7,738261
Mahindra,XUV300,2024,135422,Petrol,24.2,Automatic,Second Owner,998,4,706173
Toyota,Urban Cruiser,2018,104836,Diesel,21.8,Automatic,First Owner,1497,5,558100
Toyota,Fortuner,2020,95388,CNG,29.3,Automatic,Third Owner,1498,7,717272
Tata,Nexon,2010,97708,CNG,28,Manual,First Owner,1497,5,310443
Mahindra,Bolero,2018,132900,Petrol,28.9,Automatic,Third Owner,1248,6,599782
Honda,Amaze,2015,158743,Petrol,12.4,Automatic,Third Owner,1197,5,290454
Toyota,Innova,2010,81881,CNG,17.5,Automatic,Second Owner,1498,4,355628
Kia,Seltos,2025,124862,CNG,15.9,Manual,Third Owner,796,5,649839
Honda,WR-V,2019,44285,CNG,27.1,Manual,Third Owner,998,5,694365
Tata,Punch,2024,74007,CNG,27,Automatic,Third Owner,1197,7,868607
Maruti,Baleno,2025,45821,Diesel,23.9,Manual,Second Owner,1498,7,860060
Toyota,Glanza,2018,43903,Diesel,14.4,Manual,Third Owner,1498,5,635151
Kia,Seltos,2018,81439,Petrol,18.9,Manual,First Owner,1197,5,533247
Hyundai,i20,2016,73749,Diesel,28.9,Automatic,First Owner,2179,6,707035
Hyundai,Verna,2017,50898,Petrol,20.3,Manual,First Owner,1997,4,705025
Mahindra,Scorpio,2014,140113,Petrol,16.1,Automatic,Second Owner,1197,4,347888
Mahindra,XUV300,2022,15079,Petrol,19.5,Automatic,Second Owner,1197,4,785787
Mahindra,XUV300,2021,61125,Petrol,20.3,Automatic,Third Owner,1997,4,806534
Honda,Amaze,2019,97645,Petrol,28.4,Manual,Second Owner,796,5,549205
Mahindra,Bolero,2021,197710,Diesel,13.7,Manual,Second Owner,2179,6,532137
Toyota,Glanza,2019,126953,CNG,16.9,Automatic,Second Owner,2179,6,643103
Toyota,Glanza,2019,87243,CNG,20.5,Automatic,Third Owner,1248,5,652132
Kia,Seltos,2014,157456,CNG,14.8,Manual,Third Owner,796,6,234621
Toyota,Innova,2010,198187,Petrol,13.3,Manual,Second Owner,2179,7,185563
Hyundai,Creta,2022,63070,Diesel,27.6,Manual,Second Owner,1197,5,799645
Toyota,Fortuner,2024,127118,Petrol,17.8,Automatic,First Owner,1248,7,741632
Toyota,Urban Cruiser,2011,195869,Petrol,20.8,Automatic,First Owner,796,5,113994
Mahindra,XUV700,2025,73745,Petrol,26,Manual,First Owner,998,5,787037
Tata,Altroz,2016,78564,Diesel,15,Manual,Second Owner,1197,7,510544
Honda,WR-V,2010,128906,Diesel,24.6,Automatic,Third Owner,796,7,200787
Honda,WR-V,2025,164472,CNG,14.9,Automatic,Third Owner,2179,4,759891
Mahindra,Bolero,2025,126424,Diesel,18.5,Manual,Second Owner,796,4,654866
Honda,Jazz,2011,103894,CNG,16.7,Automatic,Third Owner,1497,7,321200
Kia,Sonet,2010,52800,Petrol,22.9,Manual,Second Owner,1197,6,299861
Mahindra,Scorpio,2021,143896,Petrol,13.1,Automatic,Second Owner,796,6,497618
Maruti,Dzire,2010,110025,Petrol,17.7,Manual,First Owner,998,5,245885
Mahindra,Scorpio,2012,90883,CNG,22.1,Automatic,First Owner,1248,6,357402
Tata,Nexon,2018,164638,Diesel,19.5,Manual,Third Owner,1498,4,424292
Kia,Sonet,2013,167093,Petrol,17.6,Automatic,First Owner,1197,6,255547
Maruti,Swift,2022,7039,CNG,18.4,Automatic,Third Owner,1498,6,877888
Toyota,Innova,2020,35378,CNG,18.7,Manual,Second Owner,998,6,622212
Maruti,Baleno,2013,72082,Diesel,25.1,Automatic,Second Owner,2179,6,606098
Hyundai,Creta,2013,48169,Diesel,17.8,Automatic,Third Owner,1248,7,464089
Kia,Seltos,2020,160611,CNG,13.7,Manual,First Owner,796,5,420102
Honda,Jazz,2015,121569,Diesel,14.7,Automatic,Third Owner,796,5,370318
Honda,Jazz,2011,120920,Diesel,13.7,Automatic,Second Owner,998,6,234911
Maruti,WagonR,2022,40096,Diesel,29.5,Automatic,Second Owner,1997,4,911162
Hyundai,Verna,2014,161837,Petrol,23.1,Manual,Third Owner,2179,4,457601
Hyundai,Creta,2014,151261,Petrol,20.3,Automatic,Second Owner,1997,4,467541
Kia,Seltos,2024,58321,Petrol,17.6,Manual,Third Owner,1497,5,817024
Kia,Seltos,2012,48486,Diesel,17.9,Automatic,First Owner,1997,7,484254
Honda,Amaze,2015,160037,Diesel,14.3,Manual,Third Owner,1997,5,384228
Honda,City,2013,85512,Diesel,13.5,Manual,Second Owner,1997,5,494989
Honda,City,2014,110254,CNG,18.6,Automatic,First Owner,998,7,422482
Honda,City,2010,80114,CNG,28.2,Automatic,Third Owner,1197,6,351215
Toyota,Innova,2021,178730,CNG,29,Automatic,First Owner,1497,7,647903
Maruti,Dzire,2011,77080,Diesel,24.5,Automatic,First Owner,1497,5,392888
Mahindra,XUV300,2021,162999,CNG,28.4,Manual,First Owner,1248,6,565715
Toyota,Urban Cruiser,2018,15516,CNG,26.6,Automatic,First Owner,1248,6,710831
Mahindra,Bolero,2019,98264,CNG,24.9,Manual,Second Owner,998,4,583190
Kia,Carens,2022,82953,CNG,14.3,Automatic,Third Owner,796,4,671561
Hyundai,Venue,2016,159905,Diesel,18.6,Manual,First Owner,1248,6,408887
Tata,Punch,2019,18418,Diesel,22.1,Manual,Third Owner,1248,4,661563
Tata,Punch,2017,40909,CNG,24.8,Automatic,First Owner,998,5,572219
Tata,Harrier,2013,149331,Diesel,23.6,Manual,Third Owner,1497,7,370988
Kia,Carens,2018,95841,Petrol,18.4,Manual,Third Owner,2179,4,622279
Hyundai,Creta,2021,39453,Petrol,26.2,Manual,Second Owner,1497,4,738471
Tata,Altroz,2024,134491,CNG,26.7,Automatic,Third Owner,2179,4,891295
Toyota,Glanza,2014,102796,Petrol,13.1,Manual,Second Owner,796,7,303645
Maruti,Baleno,2012,174912,Petrol,16.7,Manual,First Owner,2179,6,306720
Hyundai,i20,2019,38302,CNG,20.5,Manual,Second Owner,1498,7,710760
Mahindra,XUV300,2015,152787,Petrol,27.4,Manual,First Owner,1197,4,352624
Honda,Jazz,2011,180597,Diesel,23.8,Automatic,Third Owner,1497,6,241228
Mahindra,Scorpio,2023,25159,CNG,23.2,Manual,First Owner,1997,5,913537
Tata,Altroz,2025,40235,Petrol,29.1,Manual,Second Owner,998,7,914811
Honda,City,2019,63623,Diesel,13.6,Manual,First Owner,998,7,586236
Hyundai,i20,2018,176659,CNG,23.8,Automatic,First Owner,1248,5,482500
Honda,Jazz,2015,27317,Petrol,21.8,Manual,First Owner,1498,4,558914
Toyota,Innova,2020,154654,Diesel,18.4,Automatic,First Owner,1197,5,584325
Mahindra,Bolero,2025,167272,Diesel,25.5,Manual,Second Owner,998,6,639551
Toyota,Urban Cruiser,2025,116084,CNG,22.5,Automatic,First Owner,1497,7,802601
Mahindra,Bolero,2010,29076,Petrol,15.2,Automatic,Second Owner,1997,4,463512
Toyota,Glanza,2015,82282,Petrol,13.6,Automatic,Second Owner,796,6,441673
Tata,Nexon,2013,159926,Petrol,17.6,Manual,Third Owner,998,5,217640
Toyota,Innova,2012,181040,Petrol,28.4,Manual,First Owner,1497,4,223852
Toyota,Urban Cruiser,2024,78896,Diesel,18,Automatic,Second Owner,1497,7,873695
Kia,Seltos,2017,132601,Diesel,22,Manual,First Owner,1197,7,447072
Tata,Nexon,2020,93595,Diesel,25.4,Manual,Second Owner,796,5,567109
Kia,Carens,2013,131779,Petrol,23,Manual,Third Owner,1498,4,380457
Mahindra,Scorpio,2018,95278,Diesel,25.3,Manual,Second Owner,1497,6,547901
Mahindra,XUV700,2018,101816,Diesel,14.2,Automatic,Third Owner,1497,5,557183
Kia,Seltos,2014,101215,Diesel,24.4,Manual,Third Owner,1498,6,464162
Tata,Altroz,2015,144897,Petrol,12.7,Automatic,First Owner,998,4,372936
Hyundai,Verna,2020,179615,CNG,20.2,Manual,First Owner,796,6,384864
Tata,Punch,2017,37540,Petrol,19.1,Automatic,Second Owner,1248,7,576387
Tata,Nexon,2022,54360,CNG,13.3,Automatic,Second Owner,1497,5,814883
Honda,Amaze,2023,151958,CNG,22.2,Manual,Third Owner,2179,5,738530
Kia,Seltos,2011,127019,Diesel,16.8,Manual,Second Owner,1498,7,305315
Tata,Altroz,2010,161029,CNG,24.3,Manual,Second Owner,998,7,102682
Tata,Altroz,2019,16480,Petrol,28.5,Manual,Second Owner,1197,6,694488
Tata,Punch,2012,65506,Petrol,14.8,Automatic,First Owner,1997,6,466040
Honda,Jazz,2017,135764,Diesel,29.3,Manual,Second Owner,1248,6,468734
Kia,Sonet,2021,33877,Diesel,28.6,Automatic,First Owner,1997,7,860394
Honda,City,2014,117382,Petrol,17,Manual,Third Owner,1248,7,323639
Kia,Carens,2014,33671,Petrol,13.6,Automatic,Second Owner,2179,7,588469
Maruti,Swift,2020,157809,Petrol,15.2,Manual,First Owner,1497,6,496168
Hyundai,Verna,2025,47833,Diesel,25.4,Automatic,Third Owner,796,7,891526
Tata,Nexon,2016,162630,Petrol,19.6,Automatic,Second Owner,998,7,360065
Mahindra,XUV700,2010,112249,Diesel,13.7,Manual,Second Owner,796,4,111312
Hyundai,i20,2024,25749,Petrol,19,Automatic,Second Owner,1497,7,862361
Maruti,Baleno,2020,46223,Petrol,16.5,Manual,First Owner,796,5,663988
Mahindra,Scorpio,2020,8230,Diesel,17.8,Automatic,Second Owner,2179,4,829897
Maruti,Baleno,2025,158182,Diesel,21.1,Manual,First Owner,1248,7,647728
Kia,Sonet,2017,60267,Diesel,20.9,Manual,Third Owner,1197,4,598373
Maruti,Baleno,2022,14595,CNG,25.3,Automatic,Second Owner,796,6,782082
Mahindra,Scorpio,2024,76868,CNG,19.3,Manual,Third Owner,796,5,756305
Kia,Seltos,2019,25950,Petrol,15.9,Automatic,Second Owner,1248,6,648989
Honda,Amaze,2021,111068,Petrol,15,Manual,Second Owner,1248,7,559474
Maruti,Dzire,2022,129859,Petrol,14.2,Manual,Second Owner,1197,5,587032
Kia,Carens,2021,7958,Petrol,19.3,Automatic,Second Owner,998,4,786088
Toyota,Innova,2013,152802,Diesel,16.4,Automatic,First Owner,1497,6,371523
Mahindra,Scorpio,2017,184460,CNG,24.7,Manual,Second Owner,1197,6,402273
Kia,Seltos,2013,174245,Petrol,25.4,Manual,Third Owner,1498,4,289907
Tata,Altroz,2011,16701,Petrol,25.7,Automatic,First Owner,2179,6,625786
Maruti,Baleno,2011,136306,Diesel,28.1,Automatic,Third Owner,1197,6,321453
Toyota,Fortuner,2013,187135,Petrol,17.3,Manual,Second Owner,1197,6,207802
Honda,City,2020,171444,CNG,13.9,Manual,Third Owner,1497,4,540902
Hyundai,Creta,2011,121127,CNG,28,Automatic,First Owner,1498,6,340520
Toyota,Urban Cruiser,2012,128080,Petrol,17.3,Manual,Third Owner,1497,4,258990
Toyota,Urban Cruiser,2023,70995,Petrol,16.3,Manual,Third Owner,1248,7,703451
Tata,Nexon,2013,115740,CNG,29.5,Automatic,Third Owner,796,7,368018
Mahindra,Bolero,2017,62685,CNG,18,Manual,Third Owner,1498,6,563171
Hyundai,Creta,2020,80347,CNG,25.6,Automatic,Third Owner,796,6,645937
Hyundai,Venue,2012,149674,CNG,25.5,Automatic,Third Owner,2179,4,452322
Honda,Jazz,2016,63233,CNG,23.6,Manual,Second Owner,1497,6,522080
Toyota,Glanza,2015,130142,CNG,22.4,Manual,First Owner,2179,7,461489
Hyundai,Venue,2019,168429,Diesel,26.5,Manual,Third Owner,1997,5,610885
Toyota,Urban Cruiser,2011,130495,Diesel,22.9,Manual,First Owner,1498,5,247882
Hyundai,Creta,2018,31476,CNG,29.6,Automatic,First Owner,1248,6,701251
Toyota,Glanza,2010,34696,CNG,13.1,Manual,Third Owner,1497,7,342093
Honda,City,2017,71440,Diesel,26.4,Manual,First Owner,796,4,542020
Toyota,Urban Cruiser,2020,141717,CNG,16,Automatic,Third Owner,998,6,562200
Maruti,Dzire,2020,90070,CNG,26.3,Manual,Second Owner,2179,5,764098
Toyota,Fortuner,2018,72027,Petrol,23.4,Automatic,Second Owner,796,5,570163
Mahindra,Scorpio,2022,36440,CNG,15.4,Automatic,Third Owner,2179,6,865904
Honda,Jazz,2012,59169,Petrol,22.3,Automatic,Third Owner,1248,4,472273
Hyundai,i20,2013,62092,CNG,20,Automatic,Second Owner,1498,5,464433
Kia,Sonet,2012,146817,CNG,15.2,Automatic,First Owner,1248,7,285428
Hyundai,Creta,2019,136827,CNG,27,Manual,Second Owner,1997,5,606722
Maruti,Dzire,2012,174607,Diesel,26.4,Manual,Third Owner,998,7,167079
Kia,Seltos,2020,70190,CNG,12.7,Manual,Second Owner,2179,7,743953
Toyota,Glanza,2022,74915,CNG,16.1,Automatic,First Owner,1997,6,836706
Kia,Sonet,2023,52683,Diesel,14.1,Manual,Third Owner,1997,5,860235
Mahindra,Scorpio,2024,29377,CNG,19.5,Automatic,Second Owner,796,4,801936
Kia,Sonet,2010,154965,Diesel,14.1,Automatic,Second Owner,796,4,147473
Tata,Punch,2023,108399,CNG,14.9,Manual,First Owner,1997,6,744105
Maruti,WagonR,2024,113606,Diesel,23.9,Manual,First Owner,1498,4,794486
Honda,WR-V,2021,20744,Diesel,19,Manual,Third Owner,998,6,771163
Tata,Punch,2012,178047,CNG,24.4,Manual,Third Owner,796,6,217325
Kia,Sonet,2024,76465,Diesel,27.6,Manual,Third Owner,1997,4,878177
Hyundai,Verna,2022,132757,Diesel,24.6,Automatic,Second Owner,1197,6,654293
Hyundai,i20,2016,72991,CNG,27.6,Automatic,Second Owner,1498,5,547067
Kia,Sonet,2012,114709,Petrol,28.1,Manual,Second Owner,2179,5,448079
Toyota,Innova,2011,109750,Petrol,24.8,Automatic,Third Owner,1498,7,370946
Maruti,Dzire,2011,23129,Diesel,23.5,Automatic,Third Owner,998,7,395222
Kia,Sonet,2019,127853,CNG,18.9,Automatic,First Owner,796,4,465633
Toyota,Urban Cruiser,2012,53045,Petrol,13.3,Manual,Third Owner,998,5,388037
Kia,Sonet,2022,66753,Petrol,27.6,Manual,First Owner,796,5,668241
Maruti,Baleno,2016,195884,Petrol,28.9,Manual,First Owner,998,5,363244
Toyota,Innova,2018,92987,Diesel,16.1,Manual,First Owner,1997,6,614337
Maruti,WagonR,2010,31115,CNG,12.7,Automatic,Second Owner,2179,5,477522
Kia,Carens,2019,192509,Petrol,20.8,Manual,Second Owner,998,4,420366
Maruti,Baleno,2018,50945,CNG,26.8,Manual,First Owner,1248,4,657886
Hyundai,Creta,2024,110437,Diesel,16.4,Automatic,Third Owner,1497,6,735276
Toyota,Urban Cruiser,2012,183631,Diesel,27.6,Automatic,Second Owner,1197,6,269114
Toyota,Glanza,2013,36871,Petrol,29.3,Automatic,Second Owner,1497,7,564473
Tata,Harrier,2015,137347,Diesel,26.2,Manual,Third Owner,1248,6,356211
Honda,WR-V,2015,164704,Diesel,24,Automatic,Second Owner,1997,4,480184
Maruti,Baleno,2021,6056,Diesel,21.1,Manual,Third Owner,1497,6,826646
Maruti,Dzire,2023,92533,CNG,24.7,Automatic,Third Owner,1497,5,788352
Mahindra,Scorpio,2019,39450,Diesel,13.1,Manual,Second Owner,2179,5,748547
Hyundai,Creta,2010,28637,CNG,18.7,Manual,Second Owner,1197,4,378268
Tata,Nexon,2019,177973,Petrol,14,Automatic,Third Owner,2179,5,542642
Tata,Punch,2019,108439,CNG,13,Manual,Third Owner,1498,4,550845
Tata,Nexon,2021,17195,CNG,24.5,Automatic,Third Owner,1997,4,948267
Mahindra,XUV700,2019,65639,Diesel,19.6,Automatic,Third Owner,1498,6,680994
Tata,Nexon,2012,37213,CNG,17.5,Manual,First Owner,1497,6,442038
Toyota,Fortuner,2011,58821,Diesel,12,Manual,First Owner,796,6,302355
Hyundai,Creta,2014,112672,Diesel,17.2,Automatic,Third Owner,998,5,371756
Tata,Altroz,2019,99833,Diesel,19.6,Automatic,Third Owner,998,6,586762
Toyota,Fortuner,2025,107221,Petrol,24.8,Manual,Second Owner,796,5,744411
Kia,Carens,2025,22174,Diesel,17.5,Manual,Second Owner,998,4,861423
Honda,WR-V,2011,176102,CNG,22.6,Automatic,Third Owner,2179,6,345365
Kia,Sonet,2011,55580,Diesel,22.1,Automatic,First Owner,1498,6,385025
Honda,Amaze,2011,185379,CNG,13.6,Automatic,First Owner,1997,6,239753
Hyundai,Venue,2015,199849,CNG,23.7,Automatic,Third Owner,1197,4,306930
Tata,Nexon,2022,77773,Diesel,24.1,Automatic,First Owner,796,6,745695
Tata,Nexon,2023,27636,Petrol,12.4,Manual,Second Owner,998,5,792063
Hyundai,Verna,2020,44253,CNG,22.4,Manual,First Owner,2179,4,766109
Hyundai,Creta,2011,39112,Petrol,16,Automatic,Second Owner,1498,6,435457
Hyundai,i20,2024,45107,CNG,15.4,Automatic,Second Owner,998,5,782321
Tata,Nexon,2010,91754,CNG,28.7,Automatic,First Owner,796,5,232811
Kia,Sonet,2019,149095,CNG,20.1,Automatic,First Owner,1498,7,511846
Kia,Sonet,2025,82629,Diesel,26.1,Automatic,Second Owner,1248,5,897295
Maruti,WagonR,2014,12095,CNG,16.3,Automatic,Second Owner,1497,4,576034
Hyundai,i20,2024,149525,Petrol,26.8,Automatic,Third Owner,796,7,702275
Maruti,WagonR,2011,141005,Petrol,22.8,Automatic,Third Owner,1498,7,333193
Kia,Seltos,2021,191298,Petrol,21.7,Automatic,Second Owner,1197,4,556167
Toyota,Innova,2021,184741,Petrol,15.4,Manual,Second Owner,1498,6,519096
Mahindra,XUV700,2014,133947,Petrol,15.7,Automatic,First Owner,1497,6,389869
Hyundai,Venue,2017,139695,Petrol,24.4,Automatic,First Owner,796,6,464551
Kia,Carens,2018,39434,Diesel,14.3,Manual,Second Owner,2179,4,714967
Honda,Jazz,2021,164043,Diesel,23.8,Manual,First Owner,796,4,497557
